TransactionID,TransactionAmount,TransactionTime,MerchantCategory,CustomerAge,CustomerGender,CustomerIncome,TransactionLocation,PreviousFraudCount,Fraud
867,57.93,0.39,Healthcare,48,Female,81386,Rural,2,0
868,1949.03,16.08,Fuel,54,Male,29907,Suburban,5,0
869,4544.86,9.29,Grocery,29,Female,142584,Suburban,3,1
870,1149.56,3.61,Online,67,Female,185033,Rural,3,0
871,3692.57,13.99,Restaurant,64,Female,164752,Urban,0,0
872,858.84,11.19,Healthcare,73,Female,121749,Rural,1,0
873,243.01,9.46,Electronics,33,Female,168662,Suburban,4,0
874,4296.87,21.85,Grocery,79,Male,38609,Suburban,3,1
875,3319.7,2.88,Fuel,45,Male,171913,Urban,0,0
876,4976.41,0.62,Travel,54,Male,111929,Rural,5,1
877,2662.1,15.06,Electronics,43,Female,88425,Rural,2,0
878,2215.15,5.34,Fashion,49,Female,83924,Rural,1,0
879,2972.02,3.04,Electronics,79,Female,50276,Urban,2,0
880,910.2,9.04,Healthcare,52,Male,45728,Suburban,3,1
881,2309.18,18.03,Fuel,46,Male,90105,Rural,5,0
882,4211.52,0.12,Online,65,Male,105796,Rural,3,1
883,3807.55,5.26,Healthcare,78,Female,34150,Rural,4,1
884,4340.1,6.39,Fuel,46,Female,198489,Urban,0,0
885,133.32,15.16,Fashion,51,Male,78051,Suburban,4,0
886,4035.93,4.61,Online,39,Male,152617,Rural,5,1
887,2067.33,6.56,Fuel,22,Male,154013,Urban,2,0
888,4445.55,3.25,Grocery,64,Male,98030,Rural,1,0
889,2935.77,17.78,Restaurant,38,Female,128970,Suburban,2,0
890,2956.93,14.2,Electronics,29,Female,129289,Rural,3,0
891,346.71,20.29,Fuel,48,Male,158014,Suburban,0,0
892,3805.9,5.43,Restaurant,64,Male,127695,Rural,2,1
893,3349.13,22.04,Grocery,75,Male,170541,Urban,3,1
894,3541.39,9.32,Healthcare,23,Male,117941,Rural,5,1
895,2678.17,12.34,Fashion,73,Female,156299,Suburban,2,0
896,2035.21,18.71,Electronics,55,Male,46796,Suburban,4,1
897,2011.02,21.7,Restaurant,23,Male,42049,Urban,2,1
898,4534.81,11.81,Fashion,29,Female,170411,Urban,4,1
899,3927.09,13.02,Fashion,49,Female,56803,Rural,4,1
900,4865.57,9.28,Healthcare,60,Male,111338,Rural,4,1
901,397.01,14.29,Grocery,39,Male,62225,Urban,5,0
902,3094.94,19.94,Restaurant,31,Male,123347,Urban,5,1
903,1869.16,16.19,Fashion,39,Female,58753,Rural,3,0
904,1014.55,15.7,Grocery,66,Female,146494,Suburban,5,0
905,3423.97,17.94,Restaurant,76,Female,111463,Suburban,3,1
906,1504.28,13.86,Fashion,68,Female,176563,Rural,1,0
907,509.9,5.97,Online,44,Female,196109,Suburban,1,1
908,2019.67,21.04,Travel,66,Female,101919,Urban,4,0
909,2020.1,18.27,Healthcare,47,Male,183705,Rural,1,0
910,537.48,18.63,Healthcare,62,Female,69555,Rural,1,0
911,3457.16,9.83,Electronics,40,Male,37490,Rural,3,1
912,1778.06,6.9,Electronics,71,Female,184649,Urban,4,0
913,4018.25,15.54,Grocery,48,Female,90724,Rural,5,1
914,4209.12,11.36,Fashion,49,Male,73613,Rural,1,0
915,3281.56,14.91,Healthcare,71,Male,80000,Suburban,3,1
916,2365.5,0.94,Fashion,78,Male,42250,Suburban,4,0
917,1698.28,5.07,Healthcare,45,Male,45463,Rural,2,0
918,640.3,7.55,Healthcare,30,Male,171818,Rural,2,0
919,696.8,9.36,Fashion,47,Male,33116,Rural,3,1
920,2745.21,1.57,Restaurant,46,Female,165785,Urban,4,1
921,587.9,4.76,Fuel,34,Male,191174,Suburban,3,0
922,2586.62,13.31,Travel,39,Female,190316,Urban,3,1
923,615.84,6.86,Fashion,47,Male,178114,Urban,1,0
924,2535.27,6.55,Travel,44,Female,131103,Suburban,0,0
925,4272.4,6.89,Electronics,74,Male,83927,Rural,5,1
926,4954.26,19.57,Healthcare,64,Female,39753,Urban,3,1
927,4479.84,13.85,Restaurant,36,Female,179333,Rural,3,1
928,3024.98,16.57,Grocery,34,Male,160342,Suburban,3,1
929,1609.24,8.83,Restaurant,43,Female,142137,Suburban,0,1
930,3308.99,6.69,Restaurant,18,Male,177045,Suburban,2,1
931,4198.19,17.35,Fashion,59,Male,190731,Suburban,4,1
932,157.68,18.04,Restaurant,40,Male,143274,Suburban,3,0
933,4390.04,15.13,Restaurant,79,Female,129889,Rural,0,0
934,4257.55,21.19,Fashion,56,Female,25207,Urban,1,1
935,2209.44,13.55,Healthcare,21,Male,64741,Rural,4,0
936,4273.71,18.94,Grocery,22,Female,102623,Rural,3,1
937,4692.29,23.34,Electronics,49,Male,163777,Urban,3,1
938,835.98,19.11,Grocery,68,Male,157670,Urban,0,0
939,2866.57,5.43,Grocery,21,Male,183191,Rural,3,0
940,3306.13,9.38,Fuel,52,Male,26085,Rural,5,1
941,3547.62,1.07,Electronics,26,Female,162343,Urban,2,1
942,1338.95,23.77,Grocery,76,Female,51350,Rural,2,0
943,1195.37,22.03,Electronics,24,Male,67293,Urban,1,0
944,436.37,17.63,Fuel,61,Male,174428,Rural,1,0
945,2714.42,7.32,Fuel,79,Male,108934,Suburban,3,0
946,2229.82,8.39,Travel,57,Male,190430,Rural,4,1
947,1799.47,1.17,Electronics,73,Female,175369,Rural,2,0
948,3920.79,23.45,Grocery,31,Female,28967,Urban,1,0
949,4296.56,22.49,Fuel,80,Male,80442,Urban,0,0
950,3124.44,8.05,Travel,75,Female,32724,Suburban,1,0
951,424.87,18.67,Fuel,50,Female,135870,Rural,4,1
952,4793.91,10.05,Electronics,24,Male,128377,Urban,1,0
953,4360.63,5.71,Restaurant,50,Female,145698,Suburban,3,1
954,1740.09,8.87,Fuel,73,Female,137080,Rural,1,0
955,3869.16,20.36,Online,52,Male,98531,Rural,2,1
956,2764.91,22.28,Restaurant,19,Female,34135,Suburban,1,0
957,1828.7,21.0,Travel,73,Male,128881,Urban,4,0
958,2504.36,6.19,Grocery,39,Male,76185,Rural,2,0
959,3345.47,9.4,Healthcare,61,Female,92115,Urban,3,1
960,2781.99,13.56,Healthcare,35,Male,99414,Rural,5,0
961,3344.47,19.0,Healthcare,32,Female,96288,Rural,1,0
962,3367.43,11.32,Electronics,61,Female,124675,Suburban,1,0
963,1235.13,4.19,Restaurant,40,Male,54113,Rural,2,0
964,3229.27,21.29,Travel,49,Male,144833,Urban,0,0
965,965.28,12.84,Travel,22,Female,82545,Urban,3,1
966,1115.44,17.05,Restaurant,59,Male,114862,Rural,5,1
967,1559.91,20.68,Fashion,22,Female,52222,Suburban,1,0
968,4123.25,13.77,Restaurant,19,Female,113211,Suburban,0,0
969,3268.17,21.8,Restaurant,54,Female,56499,Suburban,2,1
970,1981.49,22.6,Fuel,32,Female,175782,Urban,3,1
971,3177.85,14.83,Fashion,29,Male,22082,Suburban,5,1
972,3520.77,13.38,Fashion,72,Female,28088,Rural,0,0
973,4458.47,18.77,Grocery,64,Male,172901,Suburban,1,0
974,2464.17,10.53,Electronics,51,Male,126477,Rural,3,0
975,4681.73,18.07,Electronics,53,Female,112809,Rural,5,1
976,3905.14,18.27,Healthcare,54,Male,115896,Suburban,4,1
977,2626.58,21.09,Fashion,29,Female,196190,Rural,3,0
978,4252.64,10.83,Restaurant,37,Female,43216,Rural,4,1
979,1299.41,7.16,Restaurant,63,Female,167146,Rural,2,0
980,2632.06,13.34,Online,53,Male,125353,Suburban,1,1
981,4733.72,18.13,Healthcare,77,Female,123216,Suburban,3,1
982,722.92,13.19,Electronics,30,Male,191930,Rural,3,1
983,2207.87,2.79,Healthcare,57,Male,72571,Rural,1,0
984,2918.07,16.25,Electronics,51,Male,180667,Suburban,0,0
985,3736.4,2.99,Fashion,69,Male,85734,Rural,4,1
986,240.11,22.59,Online,42,Female,67126,Suburban,5,0
987,3962.67,2.72,Fashion,31,Male,62774,Rural,4,1
988,4407.7,23.32,Healthcare,61,Female,113855,Suburban,0,1
989,2274.72,3.13,Travel,47,Female,134842,Suburban,2,1
990,2655.22,19.59,Healthcare,22,Male,30547,Urban,2,1
991,4442.66,19.4,Healthcare,80,Female,164445,Urban,1,0
992,1101.26,0.11,Fashion,53,Male,39401,Rural,4,0
993,2900.58,3.49,Fashion,26,Male,55953,Suburban,0,0
994,3667.21,18.68,Online,80,Male,36070,Rural,2,1
995,960.09,11.71,Grocery,27,Male,100797,Urban,2,0
996,2020.58,8.76,Fashion,50,Female,71698,Urban,1,1
997,1407.99,7.5,Restaurant,38,Female,22959,Suburban,4,0
998,67.27,4.52,Online,34,Female,125220,Rural,5,0
999,3949.7,21.4,Grocery,74,Male,165593,Rural,4,1
1000,140.17,23.41,Travel,74,Male,159617,Suburban,3,0
